sjm,pjm,wj,zjm,etajm,xijm,X1jm,X2jm,X3jm,m,j
0.7971971992815314,0.8375286927974245,-0.7280310248560957,-1.4832418916241572,-1.3498450124080332,1.0682278470659115,1.0,0.6243472247093319,-0.36335501223223393,0,0
0.017033753305500866,4.005022499454276,-0.5416412038594777,-0.6201808567519534,2.432075502043157,1.3735359362936506,1.0,0.1270525823227886,1.3722953339394266,0,1
0.03613064125783795,1.3328390402849957,-2.0747743602128494,0.6323090814420198,0.25379912084699546,-0.9703732872407128,1.0,0.8317634353153069,-0.5187920882626448,0,2
0.08031519686542714,2.467131448014546,-1.6141009994190634,0.7539030079054172,0.6097577334138556,1.5860014874697206,1.0,0.41183619202511124,0.1294513456400983,0,3
0.01047403693824325,3.882335998767552,0.2847198495420383,-0.6937345468061916,1.573652191705273,0.9052572178649196,1.0,0.8022764174872975,0.5043782114746348,0,4
0.05776495887595588,3.0719305621884168,-0.7280310248560957,0.7558871886189746,0.31279806496429663,0.7657175981587878,1.0,0.7477261077312575,0.7851692117145361,1,0
0.5483999252597944,0.3114415212056707,-0.5416412038594777,-1.461109552843983,-0.9901513199539854,-0.9637094139607733,1.0,0.34446708637501855,-0.037714617905102,1,1
0.3638173680892599,1.8942446917112796,-2.0747743602128494,-0.5513187902138992,1.4417714044551393,-0.051540821104612375,1.0,0.8087291556817388,1.4981944591141105,1,2
0.0002680868223477645,4.661985131990762,-1.6141009994190634,2.051061693096417,1.5035613525854137,0.7830137193157474,1.0,0.061906066059812415,-1.6229431462653086,1,3
0.0011262426108370025,3.7783426005687852,0.2847198495420383,1.0346567049634021,-0.23333696545233312,0.1268635605116271,1.0,0.2316167463922153,-0.9521482466417915,1,4
0.013283259021282821,1.1689246238636266,-0.7280310248560957,0.16456243893603062,-0.8287355077200222,0.15280442606399117,1.0,0.5538953680292945,-0.6470761313614825,2,0
0.6260328229145856,0.9797453282881174,-0.5416412038594777,-0.8717667498734801,-1.31594577303124,1.0723834646676564,1.0,0.6230247307536263,1.8680859852661438,2,1
